slice_file_name,classID
180127-4-0-16.wav,4
171243-9-0-11.wav,9
197075-3-4-1.wav,3
85569-0-0-9.wav,0
157868-8-0-2.wav,8
105289-8-2-7.wav,8
178686-0-0-18.wav,0
9031-3-2-0.wav,3
66324-9-0-4.wav,9
94632-5-1-17.wav,5
113203-5-3-0.wav,5
46656-6-4-0.wav,6
25039-6-1-0.wav,6
39857-5-1-2.wav,5
165039-7-11-0.wav,7
186339-9-0-3.wav,9
58005-4-0-63.wav,4
159748-8-1-0.wav,8
104421-2-0-5.wav,2
49312-2-0-5.wav,2
182739-2-0-78.wav,2
28385-9-0-9.wav,9
176787-5-0-15.wav,5
46668-4-0-0.wav,4
203929-7-3-9.wav,7
111671-8-0-2.wav,8
146690-0-0-100.wav,0
81799-3-0-1.wav,3
159439-2-0-29.wav,2
136399-6-9-0.wav,6
33641-3-8-0.wav,3
77901-9-0-0.wav,9
24728-7-5-0.wav,7
174994-3-0-4.wav,3
189825-9-0-1.wav,9
55020-4-0-3.wav,4
57320-0-0-34.wav,0
87275-1-2-0.wav,1
128160-5-0-1.wav,5
7389-1-2-2.wav,1
74677-0-0-58.wav,0
50455-5-0-0.wav,5
14527-9-0-4.wav,9
156418-3-0-1.wav,3
164053-8-0-0.wav,8
17578-5-0-21.wav,5
94636-8-0-10.wav,8
178260-7-3-0.wav,7
159747-8-0-7.wav,8
180127-4-0-8.wav,4
135544-6-3-0.wav,6
180937-7-3-2.wav,7
117181-8-0-8.wav,8
101382-2-0-21.wav,2
47160-0-0-2.wav,0
165454-0-0-8.wav,0
7913-3-2-0.wav,3
178686-0-0-31.wav,0
177742-0-0-102.wav,0
162431-6-0-0.wav,6
196127-3-0-3.wav,3
18594-1-4-0.wav,1
81788-2-0-35.wav,2
182103-9-0-53.wav,9
106015-5-0-17.wav,5
17578-5-0-11.wav,5
62837-7-1-62.wav,7
7389-1-4-15.wav,1
203929-7-7-4.wav,7
171305-7-7-0.wav,7
156893-7-10-0.wav,7
24347-8-0-79.wav,8
159748-8-2-6.wav,8
147926-0-0-39.wav,0
30206-7-0-5.wav,7
155263-2-0-22.wav,2
177620-3-0-8.wav,3
175296-2-0-123.wav,2
78360-4-0-5.wav,4
83191-9-0-13.wav,9
105289-8-2-2.wav,8
103199-4-2-8.wav,4
132016-9-0-11.wav,9
135527-6-8-0.wav,6
136399-6-1-0.wav,6
123688-8-0-2.wav,8
80589-0-0-2.wav,0
171406-9-0-7.wav,9
154758-5-0-2.wav,5
62837-7-0-2.wav,7
155241-9-0-56.wav,9
155241-9-0-79.wav,9
74965-4-0-1.wav,4
203356-3-0-0.wav,3
204240-0-0-19.wav,0
83195-9-0-2.wav,9
58937-4-1-0.wav,4
151977-0-0-11.wav,0
77774-4-1-0.wav,4
71177-8-1-0.wav,8
85569-0-0-8.wav,0
76266-2-0-46.wav,2
156362-4-0-3.wav,4
165039-7-4-2.wav,7
189023-0-0-12.wav,0
17009-2-0-3.wav,2
22883-7-28-0.wav,7
66622-4-0-2.wav,4
169044-2-0-5.wav,2
155202-9-0-6.wav,9
125678-7-3-3.wav,7
13230-0-0-22.wav,0
178260-7-1-4.wav,7
146845-0-0-32.wav,0
23219-5-0-9.wav,5
159708-6-0-0.wav,6
62837-7-1-24.wav,7
17853-5-0-7.wav,5
167702-4-1-0.wav,4
78651-5-0-14.wav,5
93065-9-0-7.wav,9
197318-6-7-0.wav,6
58382-3-0-0.wav,3
177742-0-0-211.wav,0
42324-4-2-2.wav,4
171165-9-0-15.wav,9
196085-2-0-4.wav,2
174032-2-0-4.wav,2
118278-4-0-11.wav,4
177729-0-0-50.wav,0
24347-8-0-64.wav,8
81787-2-0-49.wav,2
72259-1-10-2.wav,1
80806-2-0-5.wav,2
180937-7-0-1.wav,7
39856-5-0-11.wav,5
104817-4-0-1.wav,4
106905-5-0-2.wav,5
148837-6-1-0.wav,6
54383-0-0-10.wav,0
76085-4-0-93.wav,4
168037-4-6-0.wav,4
157940-9-0-0.wav,9
26344-4-0-0.wav,4
159751-8-0-7.wav,8
102857-5-0-22.wav,5
74922-4-0-0.wav,4
166101-5-1-0.wav,5
57584-4-0-4.wav,4
113202-5-0-20.wav,5
105415-2-0-21.wav,2
162103-0-0-16.wav,0
63095-4-0-10.wav,4
79089-0-0-28.wav,0
197320-6-6-0.wav,6
54067-2-0-60.wav,2
186339-9-0-12.wav,9
76266-2-0-76.wav,2
30204-0-0-13.wav,0
162540-1-0-0.wav,1
189981-0-0-16.wav,0
104817-4-0-0.wav,4
72259-1-7-22.wav,1
63095-4-1-19.wav,4
111386-5-0-6.wav,5
149254-9-0-30.wav,9
145611-6-1-0.wav,6
166101-5-2-2.wav,5
54898-8-0-0.wav,8
23131-3-2-0.wav,3
65750-3-3-68.wav,3
127443-4-0-5.wav,4
43806-8-0-0.wav,8
197080-3-0-6.wav,3
162134-7-11-5.wav,7
159751-8-0-18.wav,8
199769-1-0-15.wav,1
9674-1-0-0.wav,1
35549-9-0-51.wav,9
121285-0-0-6.wav,0
156362-4-0-2.wav,4
203929-7-2-11.wav,7
179096-3-0-1.wav,3
104625-4-0-66.wav,4
42371-3-0-0.wav,3
40722-8-0-5.wav,8
71086-4-0-0.wav,4
195451-5-0-20.wav,5
192382-2-0-66.wav,2
145611-6-3-0.wav,6
177537-7-1-9.wav,7
169466-4-2-8.wav,4
57320-0-0-0.wav,0
164782-8-0-5.wav,8
101729-0-0-11.wav,0
189023-0-0-7.wav,0
74677-0-0-19.wav,0
22973-3-0-0.wav,3
203913-8-1-0.wav,8
166931-4-1-2.wav,4
178521-2-0-7.wav,2
49313-2-0-9.wav,2
63724-0-0-11.wav,0
107228-5-0-5.wav,5
180937-7-0-2.wav,7
187356-1-3-0.wav,1
99192-4-0-28.wav,4
39968-9-0-144.wav,9
117536-1-0-0.wav,1
177729-0-0-28.wav,0
46669-4-0-9.wav,4
74850-9-0-5.wav,9
164782-8-0-3.wav,8
76090-6-0-0.wav,6
164344-9-0-0.wav,9
201652-5-4-5.wav,5
159742-8-0-13.wav,8
118278-4-0-9.wav,4
111386-5-1-2.wav,5
201652-5-4-1.wav,5
148463-7-3-2.wav,7
135544-6-4-0.wav,6
145683-6-5-0.wav,6
153261-0-0-3.wav,0
159754-8-1-0.wav,8
124389-8-1-15.wav,8
18594-1-5-0.wav,1
110621-7-0-3.wav,7
180937-7-3-11.wav,7
104998-7-7-0.wav,7
169098-7-4-7.wav,7
144068-5-0-13.wav,5
115242-9-0-68.wav,9
105415-2-0-4.wav,2
159761-0-0-8.wav,0
177742-0-0-17.wav,0
84254-6-0-0.wav,6
180156-1-5-0.wav,1
88121-8-2-0.wav,8
7389-1-3-0.wav,1
195451-5-0-19.wav,5
175856-1-0-0.wav,1
148463-7-3-10.wav,7
146186-5-0-11.wav,5
60591-2-0-16.wav,2
123399-2-0-91.wav,2
88569-2-0-85.wav,2
177726-0-0-28.wav,0
76086-4-0-12.wav,4
24347-8-0-2.wav,8
184805-0-0-121.wav,0
100263-2-0-137.wav,2
189982-0-0-27.wav,0
146186-5-0-8.wav,5
176787-5-0-3.wav,5
30206-7-0-19.wav,7
172593-2-0-10.wav,2
127443-4-0-9.wav,4
94636-8-0-20.wav,8
107228-5-0-0.wav,5
46669-4-0-36.wav,4
42937-4-0-0.wav,4
56385-0-0-0.wav,0
85362-3-1-0.wav,3
99180-9-0-36.wav,9
161010-1-2-0.wav,1
184575-3-0-0.wav,3
166942-0-0-8.wav,0
62837-7-1-21.wav,7
27216-3-0-18.wav,3
104421-2-0-1.wav,2
118279-8-0-4.wav,8
74677-0-0-95.wav,0
174786-2-0-18.wav,2
189846-3-1-0.wav,3
203929-7-7-2.wav,7
165645-4-1-0.wav,4
