slice_file_name,classID
145390-9-0-15.wav,9
171165-9-0-54.wav,9
14111-4-0-3.wav,4
157867-8-0-24.wav,8
105289-8-1-4.wav,8
102857-5-0-0.wav,5
72567-1-4-7.wav,1
105415-2-0-15.wav,2
176714-2-0-33.wav,2
159750-8-0-6.wav,8
199769-1-0-2.wav,1
110621-7-0-0.wav,7
39856-5-0-22.wav,5
7389-1-0-5.wav,1
24347-8-0-9.wav,8
189023-0-0-1.wav,0
90013-7-0-5.wav,7
176787-5-0-25.wav,5
183989-3-1-18.wav,3
154758-5-0-10.wav,5
58937-4-0-0.wav,4
204240-0-0-9.wav,0
196061-2-0-0.wav,2
76086-4-0-38.wav,4
189982-0-0-17.wav,0
178520-2-0-28.wav,2
35548-9-0-10.wav,9
144068-5-4-8.wav,5
138473-9-0-5.wav,9
72259-1-10-0.wav,1
137815-4-0-10.wav,4
135544-6-5-0.wav,6
34872-3-0-2.wav,3
156634-5-2-3.wav,5
155309-3-0-0.wav,3
118279-8-0-9.wav,8
78651-5-0-5.wav,5
39857-5-4-0.wav,5
80589-0-0-4.wav,0
193699-2-0-32.wav,2
187378-3-0-30.wav,3
144068-5-0-15.wav,5
165039-7-2-0.wav,7
73623-7-5-0.wav,7
125678-7-2-5.wav,7
50668-5-5-0.wav,5
135527-6-12-0.wav,6
101729-0-0-21.wav,0
74677-0-0-61.wav,0
192269-2-0-11.wav,2
69962-2-0-16.wav,2
40722-8-0-4.wav,8
108041-9-0-11.wav,9
24347-8-0-28.wav,8
72259-1-2-0.wav,1
90846-8-0-0.wav,8
57584-4-0-7.wav,4
194732-9-0-95.wav,9
104327-2-0-19.wav,2
178521-2-0-93.wav,2
184449-2-0-19.wav,2
203929-7-10-1.wav,7
27217-3-0-22.wav,3
123688-8-0-7.wav,8
204240-0-0-0.wav,0
144068-5-0-11.wav,5
31973-9-0-71.wav,9
180937-7-1-1.wav,7
135528-6-4-1.wav,6
94636-8-0-4.wav,8
50629-4-0-0.wav,4
39970-9-0-46.wav,9
189981-0-0-12.wav,0
104998-7-0-5.wav,7
166101-5-2-3.wav,5
72579-3-0-4.wav,3
59513-3-0-1.wav,3
186339-9-0-17.wav,9
54898-8-0-6.wav,8
123399-2-0-74.wav,2
177621-0-0-109.wav,0
107357-8-1-9.wav,8
72259-1-7-12.wav,1
128160-5-0-6.wav,5
6988-5-0-1.wav,5
39847-5-0-8.wav,5
167701-4-1-0.wav,4
162435-6-2-0.wav,6
189981-0-0-11.wav,0
206037-2-0-4.wav,2
180029-4-19-0.wav,4
135528-6-7-0.wav,6
57323-8-0-9.wav,8
44325-9-0-21.wav,9
28808-1-0-1.wav,1
