slice_file_name,classID,fold
60605-9-0-95.wav,9,2
31884-7-0-0.wav,7,3
19026-1-0-0.wav,1,1
164344-9-0-0.wav,9,5
194910-9-0-5.wav,9,5
154758-5-0-16.wav,5,4
159751-8-0-9.wav,8,4
22601-8-0-8.wav,8,3
123685-5-0-3.wav,5,7
102871-8-0-5.wav,8,2
107357-8-0-0.wav,8,7
41918-3-0-1.wav,3,4
197318-6-10-0.wav,6,1
201652-5-4-6.wav,5,2
149193-5-0-2.wav,5,7
46655-6-0-0.wav,6,2
119455-5-0-7.wav,5,1
100852-0-0-27.wav,0,5
78360-4-0-19.wav,4,1
157207-6-5-0.wav,6,10
59277-0-0-7.wav,0,1
166931-4-2-13.wav,4,6
135544-6-16-0.wav,6,6
132855-2-0-88.wav,2,3
183894-1-7-0.wav,1,7
100795-3-0-0.wav,3,10
107357-8-1-2.wav,8,7
135527-6-6-0.wav,6,7
162436-6-0-0.wav,6,3
50416-4-0-0.wav,4,2
197554-2-0-23.wav,2,10
202517-0-0-0.wav,0,4
208652-8-2-0.wav,8,10
115243-9-0-0.wav,9,6
125554-3-0-0.wav,3,6
73623-7-0-0.wav,7,2
46669-4-0-4.wav,4,1
102547-3-0-8.wav,3,5
31150-2-0-6.wav,2,5
29722-4-0-5.wav,4,4
184623-8-0-2.wav,8,3
180937-7-3-9.wav,7,1
71529-4-1-0.wav,4,7
17853-5-0-12.wav,5,3
149254-9-0-29.wav,9,2
167464-0-0-20.wav,0,10
195451-5-0-1.wav,5,3
28808-1-0-10.wav,1,10
159439-2-0-21.wav,2,5
199261-3-0-1.wav,3,10
42117-8-0-0.wav,8,3
68657-1-0-0.wav,1,6
135526-6-4-0.wav,6,3
94632-5-0-34.wav,5,6
189985-0-0-1.wav,0,10
201988-5-0-14.wav,5,7
34050-7-1-0.wav,7,10
22601-8-0-26.wav,8,3
203356-3-0-3.wav,3,1
166268-3-2-0.wav,3,1
135528-6-0-0.wav,6,4
177729-0-0-58.wav,0,7
104998-7-2-5.wav,7,5
99192-4-0-47.wav,4,10
60605-9-0-90.wav,9,2
149193-5-0-0.wav,5,7
69304-9-0-0.wav,9,1
146845-0-0-2.wav,0,7
24347-8-0-59.wav,8,4
50629-4-3-0.wav,4,7
180128-4-0-0.wav,4,5
194754-3-0-1.wav,3,7
177729-0-0-128.wav,0,7
170564-2-1-32.wav,2,4
94636-8-0-4.wav,8,3
113205-5-1-8.wav,5,1
104327-2-0-34.wav,2,6
203929-7-3-5.wav,7,2
201652-5-2-4.wav,5,2
183894-1-9-0.wav,1,7
76086-4-0-29.wav,4,2
175904-2-0-98.wav,2,4
49312-2-0-17.wav,2,5
30344-3-0-3.wav,3,10
103258-5-0-7.wav,5,1
179096-3-0-1.wav,3,2
17578-5-0-14.wav,5,5
103438-5-0-1.wav,5,10
159747-8-0-17.wav,8,2
89442-9-0-17.wav,9,6
104998-7-2-4.wav,7,5
177729-0-0-38.wav,0,7
98223-7-3-0.wav,7,1
176787-5-0-19.wav,5,1
196071-2-0-0.wav,2,5
207216-2-0-22.wav,2,7
6508-9-0-1.wav,9,5
123688-8-1-0.wav,8,2
57584-4-0-8.wav,4,1
72538-3-0-1.wav,3,10
22883-7-17-2.wav,7,4
55020-4-0-1.wav,4,1
178686-0-0-17.wav,0,5
172519-9-0-49.wav,9,10
168713-9-0-32.wav,9,2
103258-5-0-0.wav,5,1
24347-8-0-31.wav,8,4
144007-5-0-0.wav,5,4
132016-7-0-5.wav,7,4
196070-2-0-2.wav,2,7
71529-4-1-4.wav,4,7
204408-2-0-8.wav,2,5
15544-5-0-4.wav,5,10
50629-4-4-3.wav,4,7
41372-3-0-51.wav,3,3
100852-0-0-1.wav,0,5
100852-0-0-23.wav,0,5
76091-6-0-0.wav,6,2
46669-4-0-33.wav,4,1
159738-8-0-0.wav,8,1
73524-0-0-74.wav,0,10
180128-4-12-0.wav,4,5
184725-3-0-5.wav,3,3
113205-5-1-3.wav,5,1
182103-9-0-47.wav,9,3
72259-1-7-12.wav,1,5
180128-4-17-0.wav,4,5
54697-7-0-1.wav,7,6
134717-0-0-22.wav,0,1
103258-5-0-10.wav,5,1
90013-7-1-1.wav,7,5
60846-0-0-3.wav,0,5
69304-9-0-14.wav,9,1
113601-9-0-42.wav,9,5
161922-3-2-0.wav,3,6
118279-8-0-14.wav,8,1
62837-7-1-46.wav,7,3
40722-8-0-4.wav,8,1
169045-2-0-8.wav,2,6
73524-0-0-32.wav,0,10
135544-6-5-0.wav,6,6
46656-6-0-0.wav,6,1
155317-3-0-0.wav,3,6
105415-2-0-24.wav,2,1
165192-9-0-146.wav,9,7
146690-0-0-47.wav,0,2
113201-5-0-3.wav,5,2
62837-7-1-6.wav,7,3
119067-0-0-1.wav,0,10
155488-3-3-1.wav,3,6
17913-4-2-0.wav,4,1
159754-8-1-0.wav,8,5
114587-3-0-4.wav,3,1
13230-0-0-18.wav,0,3
24347-8-0-13.wav,8,4
193698-2-0-42.wav,2,1
77233-3-0-67.wav,3,5
191687-3-0-0.wav,3,7
27070-2-0-7.wav,2,10
59513-3-0-1.wav,3,10
14772-7-7-0.wav,7,7
104998-7-15-9.wav,7,5
135528-6-1-0.wav,6,4
201207-3-0-0.wav,3,4
176787-5-0-9.wav,5,1
63095-4-0-14.wav,4,3
94636-8-0-0.wav,8,3
146186-5-0-7.wav,5,1
180937-7-3-18.wav,7,1
135526-6-9-0.wav,6,3
166931-4-3-1.wav,4,6
22601-8-0-27.wav,8,3
185709-0-0-5.wav,0,4
63724-0-0-14.wav,0,6
34056-2-0-2.wav,2,4
117889-9-0-40.wav,9,10
146845-0-0-16.wav,0,7
165774-7-1-0.wav,7,5
186936-5-0-1.wav,5,7
144007-5-0-3.wav,5,4
94631-9-1-25.wav,9,3
121286-0-0-12.wav,0,5
30204-0-0-5.wav,0,3
47160-0-0-1.wav,0,6
177729-0-0-98.wav,0,7
71079-4-0-0.wav,4,6
17578-5-0-12.wav,5,5
18581-3-1-1.wav,3,2
180128-4-11-1.wav,4,5
132108-9-0-21.wav,9,4
160011-2-0-12.wav,2,2
29721-4-0-1.wav,4,3
127443-4-0-8.wav,4,7
6902-2-0-9.wav,2,7
124389-8-1-4.wav,8,6
34871-3-6-0.wav,3,7
159753-8-0-2.wav,8,4
76091-6-5-0.wav,6,2
20015-3-0-19.wav,3,5
176787-5-0-20.wav,5,1
34621-4-20-0.wav,4,2
104817-4-0-9.wav,4,2
164053-8-1-0.wav,8,1
74507-0-0-13.wav,0,2
194458-9-0-34.wav,9,4
29721-4-0-14.wav,4,3
177621-0-0-31.wav,0,1
59594-4-0-3.wav,4,2
156362-4-1-0.wav,4,4
24347-8-0-29.wav,8,4
34643-4-2-1.wav,4,6
137969-2-0-56.wav,2,6
69962-2-0-11.wav,2,6
166489-3-0-2.wav,3,6
167464-0-0-11.wav,0,10
178826-2-0-20.wav,2,10
155280-2-0-13.wav,2,10
51027-3-0-7.wav,3,6
204240-0-0-27.wav,0,6
123685-5-0-4.wav,5,7
104817-4-0-3.wav,4,2
107653-9-0-18.wav,9,4
203440-3-0-6.wav,3,1
157695-3-0-19.wav,3,4
169045-2-0-16.wav,2,6
128030-3-0-0.wav,3,3
177742-0-0-99.wav,0,3
180127-4-0-21.wav,4,10
103074-7-3-2.wav,7,1
28385-9-0-44.wav,9,7
99180-9-0-49.wav,9,1
99185-3-0-0.wav,3,5
24347-8-0-32.wav,8,4
165645-4-3-0.wav,4,1
36263-9-0-12.wav,9,5
128240-3-0-20.wav,3,10
16692-5-0-2.wav,5,4
50629-4-4-0.wav,4,7
209992-5-2-77.wav,5,7
175851-1-0-0.wav,1,1
207213-2-0-130.wav,2,10
194841-9-0-48.wav,9,2
63261-3-0-1.wav,3,2
104998-7-17-4.wav,7,5
77774-4-0-3.wav,4,5
146690-0-0-93.wav,0,2
84359-2-0-6.wav,2,2
76090-6-1-0.wav,6,2
34056-2-0-61.wav,2,4
13230-0-0-13.wav,0,3
138031-2-0-23.wav,2,1
178686-0-0-15.wav,0,5
62837-7-0-17.wav,7,3
162134-7-8-3.wav,7,10
61791-9-1-46.wav,9,3
184805-0-0-121.wav,0,6
165642-4-0-0.wav,4,1
197320-6-9-0.wav,6,2
36264-9-0-0.wav,9,7
155212-9-1-75.wav,9,6
144007-5-0-15.wav,5,4
