slice_file_name,classID,fold
100032-3-0-0.wav,3,5
100263-2-0-117.wav,2,5
100263-2-0-121.wav,2,5
100263-2-0-126.wav,2,5
100263-2-0-137.wav,2,5
100263-2-0-143.wav,2,5
100263-2-0-161.wav,2,5
100263-2-0-3.wav,2,5
100263-2-0-36.wav,2,5
100648-1-0-0.wav,1,10
100648-1-1-0.wav,1,10
100648-1-2-0.wav,1,10
100648-1-3-0.wav,1,10
100648-1-4-0.wav,1,10
100652-3-0-0.wav,3,2
100652-3-0-1.wav,3,2
100652-3-0-2.wav,3,2
100652-3-0-3.wav,3,2
100795-3-0-0.wav,3,10
100795-3-1-0.wav,3,10
100795-3-1-1.wav,3,10
100795-3-1-2.wav,3,10
100852-0-0-0.wav,0,5
100852-0-0-1.wav,0,5
100852-0-0-10.wav,0,5
100852-0-0-11.wav,0,5
100852-0-0-12.wav,0,5
100852-0-0-13.wav,0,5
100852-0-0-14.wav,0,5
100852-0-0-15.wav,0,5
100852-0-0-16.wav,0,5
100852-0-0-17.wav,0,5
100852-0-0-18.wav,0,5
100852-0-0-19.wav,0,5
100852-0-0-2.wav,0,5
100852-0-0-20.wav,0,5
100852-0-0-21.wav,0,5
100852-0-0-22.wav,0,5
100852-0-0-23.wav,0,5
100852-0-0-24.wav,0,5
100852-0-0-25.wav,0,5
100852-0-0-26.wav,0,5
100852-0-0-27.wav,0,5
100852-0-0-28.wav,0,5
100852-0-0-29.wav,0,5
100852-0-0-3.wav,0,5
100852-0-0-30.wav,0,5
100852-0-0-4.wav,0,5
100852-0-0-5.wav,0,5
100852-0-0-6.wav,0,5
100852-0-0-7.wav,0,5
100852-0-0-8.wav,0,5
100852-0-0-9.wav,0,5
101281-3-0-0.wav,3,6
101281-3-0-14.wav,3,6
101281-3-0-5.wav,3,6
101382-2-0-10.wav,2,10
101382-2-0-12.wav,2,10
101382-2-0-20.wav,2,10
101382-2-0-21.wav,2,10
101382-2-0-29.wav,2,10
101382-2-0-33.wav,2,10
101382-2-0-42.wav,2,10
101382-2-0-45.wav,2,10
101415-3-0-2.wav,3,1
101415-3-0-3.wav,3,1
101415-3-0-8.wav,3,1
101729-0-0-1.wav,0,9
101729-0-0-11.wav,0,9
101729-0-0-12.wav,0,9
101729-0-0-13.wav,0,9
101729-0-0-14.wav,0,9
101729-0-0-16.wav,0,9
101729-0-0-17.wav,0,9
101729-0-0-18.wav,0,9
101729-0-0-19.wav,0,9
101729-0-0-21.wav,0,9
101729-0-0-22.wav,0,9
101729-0-0-23.wav,0,9
101729-0-0-24.wav,0,9
101729-0-0-26.wav,0,9
101729-0-0-28.wav,0,9
101729-0-0-29.wav,0,9
101729-0-0-3.wav,0,9
101729-0-0-32.wav,0,9
101729-0-0-33.wav,0,9
101729-0-0-36.wav,0,9
101729-0-0-37.wav,0,9
101729-0-0-38.wav,0,9
101729-0-0-39.wav,0,9
101729-0-0-4.wav,0,9
101729-0-0-40.wav,0,9
101729-0-0-6.wav,0,9
101729-0-0-9.wav,0,9
101848-9-0-0.wav,9,7
101848-9-0-1.wav,9,7
101848-9-0-2.wav,9,7
101848-9-0-3.wav,9,7
101848-9-0-8.wav,9,7
101848-9-0-9.wav,9,7
102102-3-0-0.wav,3,4
102103-3-0-0.wav,3,10
102103-3-1-0.wav,3,10
102104-3-0-0.wav,3,2
102105-3-0-0.wav,3,3
102106-3-0-0.wav,3,1
102305-6-0-0.wav,6,1
102547-3-0-2.wav,3,5
102547-3-0-7.wav,3,5
102547-3-0-8.wav,3,5
102842-3-0-1.wav,3,1
102842-3-1-0.wav,3,1
102842-3-1-5.wav,3,1
102842-3-1-6.wav,3,1
102853-8-0-0.wav,8,7
102853-8-0-1.wav,8,7
102853-8-0-2.wav,8,7
102853-8-0-3.wav,8,7
102853-8-0-4.wav,8,7
102853-8-0-5.wav,8,7
102853-8-0-6.wav,8,7
102853-8-1-0.wav,8,7
102857-5-0-0.wav,5,10
102857-5-0-1.wav,5,10
102857-5-0-10.wav,5,10
102857-5-0-11.wav,5,10
102857-5-0-12.wav,5,10
102857-5-0-13.wav,5,10
102857-5-0-14.wav,5,10
102857-5-0-15.wav,5,10
102857-5-0-16.wav,5,10
102857-5-0-17.wav,5,10
102857-5-0-18.wav,5,10
102857-5-0-19.wav,5,10
102857-5-0-2.wav,5,10
102857-5-0-20.wav,5,10
102857-5-0-21.wav,5,10
102857-5-0-22.wav,5,10
102857-5-0-23.wav,5,10
102857-5-0-24.wav,5,10
102857-5-0-25.wav,5,10
102857-5-0-26.wav,5,10
102857-5-0-27.wav,5,10
102857-5-0-28.wav,5,10
102857-5-0-29.wav,5,10
102857-5-0-3.wav,5,10
102857-5-0-30.wav,5,10
102857-5-0-4.wav,5,10
102857-5-0-5.wav,5,10
102857-5-0-6.wav,5,10
102857-5-0-7.wav,5,10
102857-5-0-8.wav,5,10
102857-5-0-9.wav,5,10
102858-5-0-0.wav,5,2
102858-5-0-1.wav,5,2
102871-8-0-0.wav,8,2
102871-8-0-1.wav,8,2
102871-8-0-10.wav,8,2
102871-8-0-11.wav,8,2
102871-8-0-12.wav,8,2
102871-8-0-13.wav,8,2
102871-8-0-14.wav,8,2
102871-8-0-15.wav,8,2
102871-8-0-2.wav,8,2
102871-8-0-3.wav,8,2
102871-8-0-4.wav,8,2
102871-8-0-5.wav,8,2
102871-8-0-6.wav,8,2
102871-8-0-7.wav,8,2
102871-8-0-8.wav,8,2
102871-8-0-9.wav,8,2
103074-7-0-0.wav,7,1
103074-7-0-1.wav,7,1
103074-7-0-2.wav,7,1
103074-7-1-0.wav,7,1
103074-7-1-1.wav,7,1
103074-7-1-2.wav,7,1
103074-7-1-3.wav,7,1
103074-7-1-4.wav,7,1
103074-7-1-5.wav,7,1
103074-7-1-6.wav,7,1
103074-7-2-0.wav,7,1
103074-7-3-0.wav,7,1
103074-7-3-1.wav,7,1
103074-7-3-2.wav,7,1
103074-7-3-3.wav,7,1
103074-7-4-0.wav,7,1
103074-7-4-1.wav,7,1
103074-7-4-2.wav,7,1
103074-7-4-3.wav,7,1
103074-7-4-4.wav,7,1
103074-7-4-5.wav,7,1
103074-7-4-6.wav,7,1
103076-3-0-0.wav,3,8
103076-3-1-0.wav,3,8
103076-3-2-0.wav,3,8
103199-4-0-0.wav,4,3
103199-4-0-3.wav,4,3
103199-4-0-4.wav,4,3
103199-4-0-5.wav,4,3
103199-4-0-6.wav,4,3
103199-4-1-0.wav,4,3
103199-4-2-0.wav,4,3
103199-4-2-1.wav,4,3
103199-4-2-10.wav,4,3
103199-4-2-11.wav,4,3
103199-4-2-2.wav,4,3
103199-4-2-3.wav,4,3
103199-4-2-4.wav,4,3
103199-4-2-5.wav,4,3
103199-4-2-6.wav,4,3
103199-4-2-7.wav,4,3
103199-4-2-8.wav,4,3
103199-4-2-9.wav,4,3
103199-4-4-0.wav,4,3
103199-4-6-0.wav,4,3
103199-4-7-2.wav,4,3
103249-5-0-0.wav,5,9
103249-5-0-1.wav,5,9
103249-5-0-10.wav,5,9
103249-5-0-11.wav,5,9
103249-5-0-12.wav,5,9
103249-5-0-13.wav,5,9
103249-5-0-14.wav,5,9
103249-5-0-15.wav,5,9
103249-5-0-16.wav,5,9
103249-5-0-17.wav,5,9
103249-5-0-18.wav,5,9
103249-5-0-19.wav,5,9
103249-5-0-2.wav,5,9
103249-5-0-3.wav,5,9
103249-5-0-4.wav,5,9
103249-5-0-5.wav,5,9
103249-5-0-6.wav,5,9
103249-5-0-7.wav,5,9
103249-5-0-8.wav,5,9
103249-5-0-9.wav,5,9
103258-5-0-0.wav,5,1
103258-5-0-1.wav,5,1
103258-5-0-10.wav,5,1
103258-5-0-11.wav,5,1
103258-5-0-12.wav,5,1
103258-5-0-13.wav,5,1
103258-5-0-14.wav,5,1
103258-5-0-15.wav,5,1
103258-5-0-16.wav,5,1
103258-5-0-17.wav,5,1
103258-5-0-18.wav,5,1
103258-5-0-19.wav,5,1
103258-5-0-2.wav,5,1
103258-5-0-3.wav,5,1
103258-5-0-4.wav,5,1
103258-5-0-5.wav,5,1
103258-5-0-6.wav,5,1
103258-5-0-7.wav,5,1
103258-5-0-8.wav,5,1
103258-5-0-9.wav,5,1
103357-4-0-0.wav,4,3
103357-4-0-1.wav,4,3
103438-5-0-0.wav,5,10
103438-5-0-1.wav,5,10
103438-5-0-2.wav,5,10
104327-2-0-15.wav,2,6
104327-2-0-19.wav,2,6
104327-2-0-26.wav,2,6
104327-2-0-28.wav,2,6
104327-2-0-3.wav,2,6
104327-2-0-30.wav,2,6
104327-2-0-34.wav,2,6
104327-2-0-4.wav,2,6
104421-2-0-1.wav,2,5
104421-2-0-15.wav,2,5
104421-2-0-20.wav,2,5
104421-2-0-29.wav,2,5
104421-2-0-3.wav,2,5
104421-2-0-5.wav,2,5
104421-2-0-7.wav,2,5
104421-2-1-3.wav,2,5
104625-4-0-15.wav,4,7
104625-4-0-21.wav,4,7
104625-4-0-27.wav,4,7
104625-4-0-29.wav,4,7
104625-4-0-3.wav,4,7
104625-4-0-35.wav,4,7
104625-4-0-40.wav,4,7
104625-4-0-41.wav,4,7
104625-4-0-45.wav,4,7
104625-4-0-48.wav,4,7
104625-4-0-51.wav,4,7
